Date,Category_Display,Payer,Description,Amount_Charged_Display,Shared_Amount_Display,RyanOwes,JordynOwes,BalanceImpact,Cumulative_Balance_Display,Who_Paid_Text,Share_Type,Shared_Reason,DataQuality_Audit,DataQualityFlag,TransactionID
2024-01-03,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,1e7a95bb68148b77
2024-01-04,EXPENSE,Ryan," Patio Chairs, Kitchen Towels, Heated Blanket, Super Rest Down Comforter (343.94 - 240.59) Kohl's cash?? Ryan response: Partially, but I worked for this Kohl's' cash. We will need to discuss further, as that Kohl's cash I earned with hours of time invested. ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,93092816d941bf21
2024-01-04,EXPENSE,Ryan," SoundAsleep Air Mattress --- what happened to the one returned??? Ryan response: this is the original, the return was $0.00. Note the date of purchase is 01/04/2024. Order #111-2504086-5973049 ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,41e07a9fd80549f1
2024-01-04,EXPENSE,Ryan, Mouse Mover ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,fb2b9f2289bf1032
2024-01-04,EXPENSE,Ryan," Knee massager, eufy Scale, Lunix hand massager, etc. ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,1ec74ff69b1eeec0
2024-01-05,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a8e4a0a1ed1015d3
2024-01-05,EXPENSE,Jordyn ,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,382273e465d1f776
2024-01-05,EXPENSE,Ryan, Internet ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,457557a803edd10a
2024-01-06,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,71a1c06bfd13bed3
2024-01-06,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a883d66e5407a68e
2024-01-06,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,40fc47530f2c1ea2
2024-01-07,EXPENSE,Jordyn ,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,d03da09d06139c3a
2024-01-07,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ec93226826defcd1
2024-01-07,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,de3d0addb2443c44
2024-01-08,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8e99f954eeece305
2024-01-08,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,10c54208fc5f59a9
2024-01-08,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,84aca683164b4428
2024-01-08,EXPENSE,Ryan, Oppenheimer Movie ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,e66461a0561b0b45
2024-01-08,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,6cb4d558ad5859d2
2024-01-09,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a1322a21661e3e61
2024-01-09,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,aeec136abfbb57ef
2024-01-09,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,a1322a21661e3e61
2024-01-10,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a12a8128838b7899
2024-01-11,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,bb925d80b46ea43d
2024-01-11,EXPENSE,Ryan, Kindle  ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b47c7217f8a05d54
2024-01-11,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,2abb770362494729
2024-01-11,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,074c6cce65554526
2024-01-13,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,41c164b561dfe552
2024-01-13,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,83fd09f76e9db726
2024-01-13,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,fb651c210191e8b0
2024-01-13,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,afd64326a3ff386d
2024-01-14,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ed3eae6a4779c4bf
2024-01-14,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,c3419cc8b2a9fed1
2024-01-14,EXPENSE,Ryan," Paramount+ with SHOWTIME (How did this get passed my Subscriptions lists?) Did Jordyn order, do we want to keep? ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4070f340d9f02c14
2024-01-14,EXPENSE,Jordyn ,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,d202ec1bb292aede
2024-01-15,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a5bb636194287a24
2024-01-15,EXPENSE,Ryan, CoQ10 200 x2 (Jordyn & Ryan) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,47ad4311ec65d80c
2024-01-15,EXPENSE,Ryan," Spice Rack, Back Stretching Device, 4 Pillows (100.69-32.98) ***Remove $29.99 for Back Stretching Device*** ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5c4b4e5874ac6589
2024-01-15,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b2519be27f3e5218
2024-01-16,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,081424cb39120d5b
2024-01-16,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,1729053f25ec5077
2024-01-16,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,081424cb39120d5b
2024-01-16,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0ff405cb73c636d4
2024-01-16,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,eb8c71ac13e15b67
2024-01-16,EXPENSE,Ryan," Acetaminophen, Ibuprofen, TheraTeras Dry Eye  (74.38 + 2.99 - 2.35 - 1.56 - 2.99 - 2.40 - 68.07. + 5.68 = 73.75). Deduct $23.12 for ThereaTeras Dry Eye ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,671fa7046c2d9358
2024-01-18,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5f7898ea48a6acbd
2024-01-18,EXPENSE,Ryan, Electric ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,6dfc31491b3bf828
2024-01-19,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,54bcff5e3808a979
2024-01-19,EXPENSE,Ryan, Triamcinolone Nasal Allergy Spray ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,84bfa2b20c1422bd
2024-01-19,EXPENSE,Ryan, Groceries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f02a167c1ab394c7
2024-01-20,EXPENSE,Ryan, Mothers PowerPlastic 4Lights (Monitor Scratch) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f4462b26012c1b61
2024-01-20,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,89ebe1bf8820df76
2024-01-20,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4ecb0e2acd1c9bd5
2024-01-20,EXPENSE,Ryan, 25' Ethernet Cable ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,7759adc9066fd196
2024-01-20,EXPENSE,Ryan, ??? ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,cdb845068d138d1b
2024-01-20,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,432461d13c8cb787
2024-01-20,EXPENSE,Ryan," Drawer Organizer, investigate. (61.72-39.56 Refund) Order# 113-3380358-9555412 ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,d4e654f0b0618461
2024-01-21,EXPENSE,Ryan," BACtrack (123.87), Exercise devices.  Order# 113-3583335-6728210 ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,d290a197c834463f
2024-01-21,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,e1662229c7bea087
2024-01-21,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,cee29cf869ce88b5
2024-01-21,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,dffcefd24cc59451
2024-01-22,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,1918edd9ffe6fdfa
2024-01-22,EXPENSE,Ryan, TV ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9734c7d8afeba11e
2024-01-22,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,1c18d5bf55b3624e
2024-01-23,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,e2d1ee099c1fc00e
2024-01-23,EXPENSE,"September 9th, 2023 - September 24th, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,MISSING_DATE,MISSING_DATE,a7ae1ae21f828585
2024-01-23,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,269d3a127ffb5b51
2024-01-23,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,e2d1ee099c1fc00e
2024-01-24,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,675f3a37fd1974de
2024-01-25,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,944636a6ad172a54
2024-01-26,EXPENSE,Ryan, Glass Top Computer Desk (251.99-50.40-200.00) - Discuss further. ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4ef147fb2d8d7b3a
2024-01-26,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9a9b0b5b86b53d29
2024-01-26,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0fd140fc9c5afb89
2024-01-26,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,80751ff72bf86e2a
2024-01-26,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,cc15dde795c469d7
2024-01-26,EXPENSE,Ryan, Look into dropping to the cheaper plan ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,7a79e9c9f63b2291
2024-01-26,EXPENSE,Ryan, 3x3 Cube Organizer ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,03efe44745df534a
2024-01-27,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,eea1a763640847c5
2024-01-27,EXPENSE,Ryan," Reading PIllow (Free for Jordyn from Ryan as a present, heart emoji), touch-toe stopper (11.53) Order# 113-3380358-9555412 ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ed529dc8baba4b3f
2024-01-27,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a6d5580769397264
2024-01-27,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,c4437ee5b9095159
2024-01-28,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,3cf0c986ab47e54c
2024-01-28,EXPENSE,Ryan, Household Items ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,dab20887b0533567
2024-01-28,EXPENSE,Ryan, $ 44.18 ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,1f928bd109db2b87
2024-01-29,EXPENSE,Ryan, Box for Air Mattress Return ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,e6260810828fe457
2024-01-29,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ea2b87599bd3b7b2
2024-01-29,EXPENSE,Ryan," Zip Ties, Wood Squatting Toilet (Ryan 100%) ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9cce91d8920fe47d
2024-01-30,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4a446c1532fe6e85
2024-01-31,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,351b7ee9d4cd07b3
2024-02-01,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,7d17f959206d0f6b
2024-02-02,EXPENSE,Ryan, Ryan Purchases ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,52186d0a3849046d
2024-02-02,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,304b59960dbeae30
2024-02-02,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,af82057ceba9bf8e
2024-02-02,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,b2b66bb3a5f4d686
2024-02-02,EXPENSE,Ryan, Unknown - Free ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8e9ef76bc521b453
2024-02-02,EXPENSE,Ryan, Batteries ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8e61ef92355b2f93
2024-02-02,EXPENSE,Ryan, Free for Jordyn ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f29fb402c712b545
2024-02-03,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,22e5d81bc91d4d5e
2024-02-03,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b444346d13ada65c
2024-02-03,EXPENSE,Ryan, TV - $500 Less $146 Autopay ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,207cda166e93ac35
2024-02-03,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a5c5bbdb9da5990c
2024-02-03,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,006f95143fee3f4f
2024-02-03,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,cbca6874605e3297
2024-02-03,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2b1c8949c59a6c1a
2024-02-03,EXPENSE,Ryan," LetsGetChecked, Breather Fit, L-Serine, Spermcheck (Order# 113-1499724-0624207) ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2ad1a49bb127ea69
2024-02-04,EXPENSE,Ryan, Levoit Water Filter ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ef018f8e126046db
2024-02-04,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4471bd198dc07e0d
2024-02-04,EXPENSE,Ryan, Cord Cover Raceway Kit. If this is returned pay Jordyn ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,a47fc00421a39a88
2024-02-04,EXPENSE,Ryan," D-Line Cord Hider Kit, Legrand Cable Management Kit ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,4088894883225e6b
2024-02-04,EXPENSE,Ryan," Household Items (Drill, Lightbulbs, etc.) ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,cddc474df909d633
2024-02-05,EXPENSE,Ryan, Annual Membership ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5751ab0fc6e38770
2024-02-05,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b5f2a770caa3aee6
2024-02-05,EXPENSE,"September 25th, 2023 - October 19th, 2023",,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,MISSING_DATE,MISSING_DATE,b0f0bf8a975888e5
2024-02-05,EXPENSE,Ryan, Internet ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5f808dad57d0c20c
2024-02-05,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8381a618794deb73
2024-02-05,EXPENSE,Ryan, Zinc Self Drilling Anchors (Order# 111-6450316-5362616) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,d3d3cdcb247cbb64
2024-02-05,EXPENSE,Ryan, MacBook Down Payment ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2b02ce597d49481c
2024-02-05,EXPENSE,, Internet ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4e11cd928f571362
2024-02-06,EXPENSE,Ryan, Claussen Pickles & Wine ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,735ab3f32f316730
2024-02-06,EXPENSE,Ryan, Scale / Amber Glass ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,cc2590d040248990
2024-02-06,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b67ddca4d3ee23fb
2024-02-07,EXPENSE,Jordyn, Vitamin D & Probiotics ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a7ec7fcb20127e72
2024-02-08,EXPENSE,Ryan, Wine ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a837a9c34ac77427
2024-02-09,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,68e973c4d7a2d7b8
2024-02-09,EXPENSE,Ryan, Refund - back pillow ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,51c5a2f924cc9dda
2024-02-10,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9d75e6b85cdc0037
2024-02-10,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,210a24f11e93498c
2024-02-10,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,791fe88c6963315a
2024-02-10,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,20f6481e1a3eb36b
2024-02-10,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8d6669f867474abd
2024-02-10,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2058f5e6051f39c8
2024-02-10,EXPENSE,Ryan, Pinball FX2 VR ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,bf9781250c369961
2024-02-10,EXPENSE,Ryan, Surgineer ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b5368f950909d0a7
2024-02-10,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8447a05582031a0b
2024-02-10,EXPENSE,Ryan, Loco Dojo Unleashed ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,d3c5e2e4629bf675
2024-02-11,EXPENSE,Ryan," Distilled Water, Tito's & Vizzy ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f6027d6e04ff451f
2024-02-11,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,80c37347e488743f
2024-02-11,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,537f595ddaa79230
2024-02-11,EXPENSE,Ryan, Food ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,5f91b599f1c6ab5f
2024-02-11,EXPENSE,Ryan, Dinner / Fun ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,c51a7de1bd49be0b
2024-02-12,EXPENSE,Ryan, Valentines Day Presents (free for my baaaaaaaaaaaaaaaaby) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,202334ad354946d0
2024-02-12,EXPENSE,Ryan, Flaxseed Oil & L-Theanine ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8a7fadbebaaf6e4e
2024-02-12,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f73624e157f11304
2024-02-12,EXPENSE,Ryan," (freeeeeeeeeee for my babbbbbbbbbbyy, i know she loves that paper towel!) ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,7b06b3a8a39c015b
